Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL53463,DOXORUBICIN,4,543.53,3,0,Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,'=',73.6,nM,7.13,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL608533,MIDOSTAURIN,4,570.65,2,5.91,Midostaurin,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,'=',2124.05,nM,5.67,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL135561,,None,447.63,0,3.05,FTI-277,COC(=O)[C@H](CCSC)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1ccccc1,IC50,'=',56032.56,nM,4.25,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL258844,,None,551.65,2,6.32,AKT inhibitor VIII,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1,IC50,'=',7256.13,nM,5.14,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL558642,GSK-650394,None,382.46,1,6.25,GSK-650394,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,IC50,'=',33236.58,nM,4.48,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL2107358,OBATOCLAX MESYLATE,3,413.5,0,4.49,Obatoclax Mesylate,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,IC50,'=',312.89,nM,6.5,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL252164,LUMINESPIB,2,465.55,0,4.13,AUY922,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,IC50,'=',73.32,nM,7.13,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL2238230,,None,502.39,2,5.68,5m,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccs3)c2)c(OC)c1Br,GI,'=',85,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL4278520,,None,348.29,None,None,6,CSc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,Activity,'=',43.4,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4277859,,None,254.15,None,None,11,CCNC(=O)c1ccc2n[se]nc2c1,Activity,'=',48.1,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4280171,,None,1016.64,None,None,16,O=C(NC(=[Se])Nc1ccc([Se][Se]c2ccc(NC(=[Se])NC(=O)c3cc(-c4ccccc4)nc4ccccc34)cc2)cc1)c1cc(-c2ccccc2)nc2ccccc12,GI50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4256281,Cytotoxicity against human HTB-54 cells assessed as growth inhibition after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251731,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL4277574,,None,790.4,None,None,2,Cc1ccc(C(=O)NC(=[Se])Nc2ccc([Se][Se]c3ccc(NC(=[Se])NC(=O)c4ccc(C)cc4)cc3)cc2)cc1,GI50,'=',7740,nM,,,,UO_0000065,,,,,0,CHEMBL4256281,Cytotoxicity against human HTB-54 cells assessed as growth inhibition after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251731,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL2238233,,None,564.35,2,6.64,5c,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)c(OC)c1Br,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL596734,,None,328.8,0,4.72,4k,COc1ccc(C(=O)/C=C/C=C(\Cl)c2ccc(OC)cc2)cc1,Activity,'=',38,%,,,,UO_0000187,,,,,0,CHEMBL1071635,Anticancer activity against human Calu1 cells at 10 uM after 48 hrs by propidium iodide fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1157556,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL888,GEMCITABINE,4,263.2,0,-1.29,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Activity,'=',70,%,,,,UO_0000187,,,,,0,CHEMBL1071637,Anticancer activity against human Calu1 cells at 500 nM after 48 hrs by propidium iodide fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1157556,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL4280442,,None,359.39,0,2.77,4p,COc1ccc(C2C(C#N)=C(N)Oc3c2c(=O)n(C)c2ccccc32)cc1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4256071,Antiproliferative activity against human Calu1 cells after 48 hrs by propidium iodide staining based fluorometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL258765,FASCAPLYSIN CHLORIDE,None,306.75,0,3.14,2,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21.[Cl-],IC50,'=',1300,nM,5.89,,,UO_0000065,,,,,0,CHEMBL3375328,Growth inhibition of p53 null,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL213302,,None,312.8,0,4.14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1084546,PF-00562271,1,507.5,1,3.14,PF-562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,IC50,'=',4587.07,nM,5.34,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL221137,EMBELIN,None,294.39,0,4.31,Embelin,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,IC50,'=',17135.15,nM,4.77,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL575448,BMS-754807,2,461.51,0,3.61,BMS-754807,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,IC50,'=',12341.48,nM,4.91,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL477772,PAZOPANIB,4,437.53,0,3.14,Pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,IC50,'=',169690.47,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL4578017,,None,405.84,0,4.26,40; Cink4T,O=C(COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1)Nc1cccc(Cl)c1,EC50,'=',900,nM,6.05,,,UO_0000065,,,,,0,CHEMBL4480916,Growth inhibition of human Calu1 cells measured after 72 hrs by propidium iodide staining based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL4542308,,None,431.45,0,3.62,50,COc1ccccc1NC(=O)COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1OC,EC50,'=',6000,nM,5.22,,,UO_0000065,,,,,0,CHEMBL4480916,Growth inhibition of human Calu1 cells measured after 72 hrs by propidium iodide staining based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL189963,PALBOCICLIB,4,447.54,0,2.97,Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,EC50,'=',33000,nM,4.48,,,UO_0000065,,,,,0,CHEMBL4480916,Growth inhibition of human Calu1 cells measured after 72 hrs by propidium iodide staining based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL4578017,,None,405.84,0,4.26,40; Cink4T,O=C(COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1)Nc1cccc(Cl)c1,Activity,'=',0.7,%,,,,UO_0000187,,,,,0,CHEMBL4480935,Cell cycle arrest in human Calu1 cells assessed as increase in accumulation at S phase at 0.9 uM treated 18 hrs post serum-starvation measured after 18 hrs in presence of fresh medium containing FBS by propidium iodide staining based flow cytometry relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL77950,,None,364.34,0,1.79,6e,CCOC(=O)c1cc([N+](=O)[O-])cnc1SNC(=O)Nc1ncccn1,IC50,'=',14000,nM,4.85,,,UO_0000065,,,,,0,CHEMBL691297,Cytotoxicity against HTB-54 lung carcinoma cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1131833,1,Scientific Literature,Bioorg Med Chem Lett,1999,CHEMBL3308031,,,
CHEMBL450786,PHA-665752,None,641.62,2,6.11,PHA-665752,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,Activity,'=',0.933,,,,,,,,,,0,CHEMBL967655,Cytotoxicity against human Calu1 cells assessed as fraction of viable cells after 72 hrs relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1149823,1,Scientific Literature,Proc Natl Acad Sci U S A,2007,CHEMBL3308031,,,
CHEMBL2238229,,None,526.38,2,5.63,5l,COc1ccc(C(=O)Nc2cccc(C(=O)/C=C/c3c(OC)cc(OC)c(Br)c3OC)c2)cc1,GI,'=',99,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL428690,ALVOCIDIB,3,401.85,0,3.3,Flavopiridol,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,GI,'=',82,%,,,,UO_0000187,,,,,0,CHEMBL3068634,Cytotoxicity against Homo sapiens (human) Calu1 cells at 700 nM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL2238225,,None,514.35,2,5.76,5h,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3ccccc3F)c2)c(OC)c1Br,GI,'=',67,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL3585531,,None,1134.24,None,None,2b,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCOC(=O)CCC(=O)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',1900,nM,5.72,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3585539,,None,1133.26,None,None,2j,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCNC(=O)CCC(=O)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',980,nM,6.01,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3585540,,None,1214.42,None,None,3a,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)OCCSSCCO)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCO)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,IC50,'=',5600,nM,5.25,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL180022,NERATINIB,4,557.05,2,5.93,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL888,GEMCITABINE,4,263.2,0,-1.29,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GI,'=',74,%,,,,UO_0000187,,,,,0,CHEMBL1960828,Growth inhibition of human Calu1 cells at 500 nM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4867707,,None,761.74,3,8.76,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2238223,,None,514.35,2,5.76,5f,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2)c(OC)c1Br,GI,'=',60,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL2238226,,None,514.35,2,5.76,5i,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccc(F)c3)c2)c(OC)c1Br,GI,'=',31,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL2238234,,None,530.8,2,6.28,5d,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccc(Cl)c3)c2)c(OC)c1Br,GI,'=',26,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL428690,ALVOCIDIB,3,401.85,0,3.3,Flavopiridol,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,GI,'=',68,%,,,,UO_0000187,,,,,0,CHEMBL1067778,Growth inhibition of human Calu1 cells at 700 nM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL512504,,None,360.39,0,4.21,A-769662,N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O,IC50,'=',71571.22,nM,4.14,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL50,QUERCETIN,3,302.24,0,1.99,1,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',23580,nM,4.63,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326852,,None,330.29,0,2.68,2b,CCOc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL75589,OMBUINE,None,330.29,0,2.59,5a,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL209467,,None,334.46,0,4.78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2086812,,None,368.35,0,2.45,7a,COc1cc(/C=C/C(=O)OCc2c(-c3ccccc3)no[n+]2[O-])ccc1O,IC50,'=',22900,nM,4.64,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL3326855,,None,330.29,0,2.68,3b,CCOc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,IC50,'=',1500,nM,5.82,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326998,,None,358.35,0,3.37,5b,CCOc1cc(O)c2c(=O)c(O)c(-c3ccc(OCC)c(O)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
